Formas de Pago,Matrícula al día,Becario,Situación laboral,Facultad,Orden de solicitud,Modo de solicitud,Procedencia,Vivienda,Necesidades educativas especiales,Trasladado(a),Género,Crianza Adventista,Estado civil,Titulación de la madre,Titulación del padre,Ocupación de la madre,Ocupación del padre,Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Primaria,Primaria,Servicios personales y domésticos,Obreros / trabajadores manuales,16.66,91.4,81.9,0.8571428571428571,1.0,0.8571428571428571,0,1,648.63,502.21000000000004,3,1,16,4,3,5,4,5,4,4,5,1,3,3,1,2,Graduado,0
Armadas,No,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Secundaria,Desempleado / sin ocupación,Comerciantes / vendedores,11.39,91.3,80.3,0.5,1.0,0.5,0,2,156.79,-504.85,0,0,21,2,1,5,2,3,4,1,1,2,3,4,1,3,Graduado,0
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,No,Soltero,Técnica,Secundaria,Empleados administrativos / de oficina,Servicios personales y domésticos,13.35,84.3,66.3,0.6,0.8333333333333334,0.5,1,2,1474.07,986.8799999999999,6,2,26,4,3,2,5,2,2,3,2,4,2,5,2,3,Desertó,1
Contado,No,Sí,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso por traslado interno,Lima,Residencia,No,No,M,No,Soltero,Primaria,Educación Superior,Agricultores / ganaderos / pescadores,Servicios personales y domésticos,12.21,87.3,63.1,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,1312.97,305.44000000000005,0,0,19,1,2,1,1,2,4,4,3,4,2,5,2,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Tercera Opción,Ingreso directo,Lima,Residencia,No,No,H,Sí,Soltero,Secundaria,Técnica,Comerciantes / vendedores,Profesionales y técnicos,11.06,77.2,85.4,0.5,1.0,0.5,0,4,594.38,473.49,0,0,24,2,4,5,3,1,3,3,1,3,5,4,2,5,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Desempleado / sin ocupación,Desempleado / sin ocupación,11.57,99.1,85.8,0.6666666666666666,0.75,0.5,1,1,497.61,-10.310000000000002,5,1,20,3,5,1,5,4,3,5,5,4,3,2,1,3,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Extranjero,Familiares,No,No,M,No,Soltero,Técnica,Educación Superior,Agricultores / ganaderos / pescadores,Obreros / trabajadores manuales,10.9,77.4,89.0,0.5,1.0,0.5,0,2,273.94,-714.8599999999999,0,0,18,3,3,1,3,3,4,5,4,3,4,1,5,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Educación Superior,Primaria,Empleados administrativos / de oficina,Agricultores / ganaderos / pescadores,16.16,97.1,66.0,0.8571428571428571,1.0,0.8571428571428571,0,1,3413.38,2567.05,0,0,24,5,1,3,2,4,3,5,1,3,2,3,1,1,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Primaria,Comerciantes / vendedores,Obreros / trabajadores manuales,9.81,83.3,77.7,0.5,0.8,0.4,1,2,2.75,-470.61,5,1,30,3,5,2,1,5,5,4,4,1,5,4,1,2,Desertó,1
Contado,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Comerciantes / vendedores,Agricultores / ganaderos / pescadores,5.75,90.3,74.7,0.25,0.8,0.2,1,3,62.73,-268.83,2,1,20,5,2,3,5,2,4,3,1,5,5,3,4,1,Desertó,1
Otros,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Familiares,No,No,H,Sí,Soltero,Educación Superior,Primaria,Profesionales y técnicos,Obreros / trabajadores manuales,17.42,92.3,77.0,1.0,0.75,0.75,1,0,875.23,56.690000000000055,1,1,20,5,1,4,5,5,1,3,1,1,1,2,1,4,Graduado,0
Contado,No,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Soltero,Primaria,Técnica,Agricultores / ganaderos / pescadores,Profesionales y técnicos,10.96,96.2,84.5,0.5,1.0,0.5,0,3,98.82,-234.28000000000003,2,1,23,1,2,1,5,5,2,4,1,5,5,2,5,3,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Servicios personales y domésticos,16.52,89.2,85.8,0.75,1.0,0.75,0,1,1835.75,1523.6,5,1,20,4,5,3,4,5,3,5,5,4,1,1,2,5,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Técnica,Técnica,Comerciantes / vendedores,Comerciantes / vendedores,18.67,95.9,86.3,1.0,0.8333333333333334,0.8333333333333334,1,0,1846.66,1438.1200000000001,0,0,22,5,4,2,5,4,5,1,1,5,2,4,5,5,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias de la Salud,Tercera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Profesionales y técnicos,Obreros / trabajadores manuales,11.72,82.5,90.2,0.625,1.0,0.625,0,3,141.17,-163.09,10,2,22,3,5,5,5,1,2,5,1,4,5,1,4,4,Graduado,0
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Tercera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,No,Soltero,Técnica,Primaria,Militares / policías / fuerzas del orden,Otros / no especificado,18.96,87.0,75.5,1.0,0.8333333333333334,0.8333333333333334,1,0,913.9,803.6899999999999,8,2,17,5,4,1,1,5,5,5,3,1,1,3,2,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por convenio o beca especial,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Técnica,Ama de casa / labores del hogar,Comerciantes / vendedores,12.99,74.5,72.6,0.6666666666666666,0.75,0.5,1,1,685.49,252.28000000000003,0,0,18,1,2,5,4,5,1,1,2,2,2,2,2,2,Graduado,0
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,Sí,Soltero,Técnica,Educación Superior,Desempleado / sin ocupación,Servicios personales y domésticos,13.5,76.5,84.9,0.6666666666666666,0.75,0.5,1,1,841.55,701.8399999999999,10,2,25,3,5,5,2,1,1,4,2,1,2,4,3,2,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Ingreso directo,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Agricultores / ganaderos / pescadores,Servicios personales y domésticos,13.14,85.5,61.0,0.6,1.0,0.6,0,2,354.15,253.48999999999998,1,1,21,5,1,5,5,2,1,1,1,5,2,1,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Secundaria,Educación Superior,Obreros / trabajadores manuales,Agricultores / ganaderos / pescadores,9.94,64.5,92.0,0.6,1.0,0.6,0,2,629.37,-274.05999999999995,0,0,24,3,2,5,5,1,3,4,5,1,5,3,2,1,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Tercera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Profesionales y técnicos,14.0,67.9,83.3,0.8,1.0,0.8,0,1,234.87,-179.55,4,1,21,1,4,5,5,4,1,1,5,4,2,1,4,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Primaria,Educación Superior,Comerciantes / vendedores,Comerciantes / vendedores,11.21,85.3,75.8,0.6,0.8333333333333334,0.5,1,2,3438.45,2956.16,0,0,16,5,3,4,5,3,5,1,2,1,3,4,4,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Tercera Opción,Ingreso por convenio o beca especial,Lima,Residencia,No,No,M,Sí,Soltero,Primaria,Secundaria,Servicios personales y domésticos,Obreros / trabajadores manuales,13.79,100.0,71.1,0.7142857142857143,0.875,0.625,1,2,539.73,472.13,0,0,28,3,5,1,5,3,5,2,1,4,2,4,2,5,Graduado,0
Armadas,Sí,No,Tiempo completo,Teología,Segunda Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,No,Soltero,Secundaria,Secundaria,Agricultores / ganaderos / pescadores,Profesionales y técnicos,14.59,87.8,75.8,0.75,1.0,0.75,0,1,682.22,470.23,10,2,23,4,5,5,3,2,3,5,2,3,1,5,5,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso por traslado externo,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Obreros / trabajadores manuales,11.96,95.0,70.0,0.625,1.0,0.625,0,3,828.19,382.70000000000005,3,1,22,5,3,5,4,2,2,1,4,3,5,1,2,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Ingreso por traslado interno,Provincia,Familiares,No,No,M,No,Soltero,Educación Superior,Técnica,Militares / policías / fuerzas del orden,Militares / policías / fuerzas del orden,9.83,83.3,86.6,0.5,0.8571428571428571,0.42857142857142855,1,3,682.33,-467.28999999999985,0,0,22,3,3,2,4,5,2,1,1,4,5,5,4,3,Graduado,0
Otros,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,Sí,M,No,Soltero,Secundaria,Educación Superior,Ama de casa / labores del hogar,Obreros / trabajadores manuales,9.01,75.0,90.7,0.5,0.8,0.4,1,2,584.94,471.05000000000007,0,0,19,3,5,5,1,1,3,1,5,5,5,1,1,3,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Sin estudios,Secundaria,Servicios personales y domésticos,Desempleado / sin ocupación,13.8,75.4,88.7,0.6666666666666666,0.75,0.5,1,1,356.39,109.91,0,0,22,3,1,1,1,1,1,4,1,3,1,1,1,4,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias de la Salud,Segunda Opción,Ingreso por traslado interno,Provincia,Familiares,No,No,H,No,Soltero,Secundaria,Primaria,Comerciantes / vendedores,Comerciantes / vendedores,11.99,82.5,98.3,0.5,1.0,0.5,0,2,986.41,-645.07,0,0,17,1,2,5,3,4,4,4,1,2,1,3,1,5,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por traslado interno,Lima,Familiares,No,No,H,Sí,Soltero,Educación Superior,Técnica,Ama de casa / labores del hogar,Profesionales y técnicos,17.12,91.5,67.6,0.8571428571428571,1.0,0.8571428571428571,0,1,982.85,-478.30000000000007,0,0,23,1,4,1,5,1,4,1,5,5,3,1,2,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso por traslado interno,Extranjero,Alquila cuarto,No,No,M,No,Soltero,Secundaria,Técnica,Profesionales y técnicos,Obreros / trabajadores manuales,13.4,79.6,91.0,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,49.07,-305.36,0,0,23,3,1,4,5,5,2,1,1,1,5,2,5,4,Desertó,1
Armadas,Sí,No,Tiempo completo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Secundaria,Secundaria,Profesionales y técnicos,Profesionales y técnicos,15.53,98.3,75.6,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,587.17,-352.21000000000004,4,2,16,5,2,1,1,2,1,2,1,5,3,5,5,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,Sí,No,H,Sí,Soltero,Sin estudios,Secundaria,Empleados administrativos / de oficina,Servicios personales y domésticos,9.84,83.8,78.1,0.3333333333333333,0.75,0.25,1,2,605.03,-182.94000000000005,0,0,22,5,1,1,1,5,5,5,1,1,4,3,2,4,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,Sí,M,Sí,Soltero,Educación Superior,Secundaria,Empleados administrativos / de oficina,Empleados administrativos / de oficina,9.55,89.4,76.1,0.5,1.0,0.5,0,2,489.1,-105.18999999999994,5,1,23,3,5,5,2,5,4,1,4,1,5,4,1,1,Graduado,0
Armadas,No,No,No Trabaja,Ingeniería y Arquitectura,Tercera Opción,Ingreso por traslado externo,Provincia,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Primaria,Profesionales y técnicos,Comerciantes / vendedores,9.95,77.7,71.5,0.6,0.8333333333333334,0.5,1,2,319.54,-516.1099999999999,0,0,22,3,3,5,5,4,5,1,3,4,5,5,5,4,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Desempleado / sin ocupación,12.97,77.2,87.3,0.6666666666666666,0.75,0.5,1,1,1251.26,882.8499999999999,0,0,21,1,5,3,4,2,1,5,3,5,4,1,1,3,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Técnica,Secundaria,Ama de casa / labores del hogar,Profesionales y técnicos,14.74,82.7,100.0,0.7142857142857143,1.0,0.7142857142857143,0,2,1371.29,1127.52,0,0,20,4,2,3,5,5,3,2,1,3,3,5,1,1,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Sin estudios,Empleados administrativos / de oficina,Comerciantes / vendedores,10.08,79.4,89.8,0.6,0.8333333333333334,0.5,1,2,156.02,-1128.41,0,0,22,1,3,1,2,1,1,3,4,3,5,5,1,4,Graduado,0
Otros,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,9.94,87.8,68.1,0.6,1.0,0.6,0,2,324.19,291.26,0,0,16,4,4,2,3,2,1,3,5,1,2,1,3,1,Desertó,1
Contado,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Técnica,Ama de casa / labores del hogar,Otros / no especificado,14.57,79.4,61.0,0.8,0.8333333333333334,0.6666666666666666,1,1,1634.57,722.7399999999999,8,2,23,5,4,1,4,5,4,4,3,1,1,5,3,3,Desertó,1
Armadas,No,Sí,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Educación Superior,Comerciantes / vendedores,Obreros / trabajadores manuales,13.24,83.7,100.0,0.625,1.0,0.625,0,3,1759.23,683.9000000000001,5,1,22,4,5,1,4,1,3,3,1,2,5,2,3,1,Graduado,0
Contado,Sí,Sí,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Casado,Educación Superior,Educación Superior,Servicios personales y domésticos,Profesionales y técnicos,9.99,86.6,75.2,0.5714285714285714,1.0,0.5714285714285714,0,3,113.88,-1375.4099999999999,5,1,26,3,5,2,1,4,2,1,4,1,5,1,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Teología,Segunda Opción,Ingreso directo,Extranjero,Residencia,No,No,M,Sí,Soltero,Secundaria,Primaria,Profesionales y técnicos,Ama de casa / labores del hogar,16.77,94.1,68.7,1.0,0.75,0.75,1,0,54.69,-865.79,0,0,26,3,5,1,4,2,5,2,2,4,4,1,3,4,Desertó,1
Armadas,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Primaria,Técnica,Profesionales y técnicos,Agricultores / ganaderos / pescadores,12.58,77.6,75.3,0.5714285714285714,0.875,0.5,1,3,876.73,520.6,8,2,18,3,4,1,5,5,1,2,2,4,5,1,5,3,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Obreros / trabajadores manuales,12.96,75.0,57.4,0.7142857142857143,0.875,0.625,1,2,1659.99,1397.63,0,0,21,2,3,5,1,4,1,1,5,4,5,5,5,5,Desertó,1
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Primaria,Servicios personales y domésticos,Profesionales y técnicos,13.22,74.2,61.9,0.6666666666666666,0.75,0.5,1,1,3961.65,3603.34,1,1,24,4,1,1,2,5,2,5,1,5,3,1,2,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por traslado interno,Lima,Alquila cuarto,No,No,H,No,Soltero,Técnica,Técnica,Comerciantes / vendedores,Profesionales y técnicos,10.36,70.8,69.3,0.5,1.0,0.5,0,2,109.43,-203.57999999999998,0,0,19,5,1,1,5,4,3,1,1,1,2,5,1,3,Graduado,0
Otros,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Lima,Residencia,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Obreros / trabajadores manuales,Profesionales y técnicos,9.22,96.7,68.8,0.4,1.0,0.4,0,3,1835.11,1788.7299999999998,0,0,22,5,1,1,3,3,5,1,3,1,5,5,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Extranjero,Familiares,No,No,H,Sí,Soltero,Primaria,Secundaria,Comerciantes / vendedores,Profesionales y técnicos,12.2,76.0,85.3,0.6,0.8333333333333334,0.5,1,2,1322.39,1095.6200000000001,0,0,22,5,1,2,2,5,1,1,3,1,4,3,1,2,Graduado,0
Contado,No,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Educación Superior,Secundaria,Desempleado / sin ocupación,Comerciantes / vendedores,9.05,94.5,84.3,0.5,0.8571428571428571,0.42857142857142855,1,3,130.32,-293.65000000000003,3,1,23,1,3,1,5,3,1,1,5,3,5,5,5,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Educación Superior,Técnica,Servicios personales y domésticos,Profesionales y técnicos,14.58,88.0,65.2,0.8,0.8333333333333334,0.6666666666666666,1,1,974.53,640.1099999999999,0,0,17,4,1,1,5,1,3,5,5,1,2,4,5,1,Desertó,1
Armadas,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Primaria,Secundaria,Ama de casa / labores del hogar,Comerciantes / vendedores,16.59,89.8,61.7,0.75,0.8,0.6,1,1,132.84,-621.4499999999999,0,0,20,3,3,1,1,4,1,3,2,1,5,4,5,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,M,Sí,Soltero,Primaria,Técnica,Servicios personales y domésticos,Comerciantes / vendedores,11.94,78.5,72.2,0.6666666666666666,0.75,0.5,1,1,2480.88,2091.27,3,1,21,2,3,2,1,2,1,3,2,1,5,1,5,4,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Educación Superior,Obreros / trabajadores manuales,Comerciantes / vendedores,14.76,73.4,79.1,0.75,1.0,0.75,0,2,461.11,-416.36,0,0,26,1,4,4,2,1,4,1,2,1,2,4,1,2,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por convenio o beca especial,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Ama de casa / labores del hogar,Empleados administrativos / de oficina,5.8,88.0,79.7,0.25,1.0,0.25,0,3,465.13,-59.56000000000006,0,0,24,2,5,4,5,4,2,5,5,2,5,1,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Obreros / trabajadores manuales,Comerciantes / vendedores,12.95,79.2,71.6,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,575.9,-73.14999999999998,0,0,19,2,3,1,3,2,1,1,1,1,1,4,2,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Técnica,Comerciantes / vendedores,Profesionales y técnicos,10.0,73.6,73.5,0.5,1.0,0.5,0,4,749.34,373.55,0,0,25,3,3,3,4,2,5,2,3,2,5,1,2,3,Desertó,1
Contado,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Segunda Opción,Ingreso por traslado externo,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Educación Superior,Profesionales y técnicos,Profesionales y técnicos,16.42,80.4,60.1,0.8333333333333334,1.0,0.8333333333333334,0,1,864.84,707.9200000000001,4,2,20,2,2,5,1,2,5,1,1,5,1,5,4,3,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Lima,Familiares,No,No,M,No,Soltero,Técnica,Primaria,Comerciantes / vendedores,Militares / policías / fuerzas del orden,14.73,95.7,77.6,0.8,0.8333333333333334,0.6666666666666666,1,1,201.38,-819.0,10,2,19,4,5,2,1,5,4,1,1,1,2,4,1,1,Graduado,0
Contado,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Secundaria,Obreros / trabajadores manuales,Servicios personales y domésticos,14.76,75.0,72.0,0.8,1.0,0.8,0,1,1218.38,560.6500000000001,0,0,22,5,1,3,5,3,3,1,4,5,3,5,5,1,Desertó,1
Otros,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Agricultores / ganaderos / pescadores,Profesionales y técnicos,14.31,78.5,92.4,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,2600.09,2334.3500000000004,4,1,28,3,4,2,5,1,1,1,5,4,5,1,5,1,Graduado,0
Contado,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Provincia,Residencia,No,Sí,H,Sí,Soltero,Secundaria,Técnica,Desempleado / sin ocupación,Agricultores / ganaderos / pescadores,14.59,85.2,79.6,0.8,1.0,0.8,0,1,117.51,-94.14,0,0,20,2,2,1,4,1,4,5,1,2,1,5,3,3,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Soltero,Educación Superior,Sin estudios,Servicios personales y domésticos,Comerciantes / vendedores,6.55,66.8,74.1,0.2857142857142857,0.875,0.25,1,5,2547.57,2473.79,4,1,22,2,4,2,4,1,4,1,1,2,5,4,5,3,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Lima,Residencia,No,No,H,No,Soltero,Primaria,Técnica,Servicios personales y domésticos,Obreros / trabajadores manuales,9.31,71.1,74.3,0.5,1.0,0.5,0,4,1498.44,784.34,0,0,24,5,4,3,3,4,4,4,1,5,4,4,1,4,Desertó,1
Contado,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Obreros / trabajadores manuales,16.56,95.0,58.7,0.875,1.0,0.875,0,1,636.55,-354.51,0,0,23,3,1,1,4,5,5,4,3,4,3,5,2,1,Graduado,0
Contado,No,Sí,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Ingreso directo,Lima,Residencia,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Obreros / trabajadores manuales,Agricultores / ganaderos / pescadores,14.29,78.7,74.2,0.75,1.0,0.75,0,2,266.08,-955.9200000000001,0,0,16,4,4,1,1,1,4,3,1,3,1,2,5,1,Graduado,0
Armadas,No,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Lima,Residencia,No,No,H,No,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Profesionales y técnicos,10.88,73.1,86.1,0.5,1.0,0.5,0,4,156.83,-649.63,4,1,18,1,4,4,5,5,4,1,1,1,5,5,2,5,Graduado,0
